2015.0,1.0,1.0,0.10725253715961364,0.10727815929858212
2015.0,1.0,2.0,0.10754818271697454,0.10760979763049135
2015.0,1.0,3.0,0.10794448551801923,0.10801269306137423
2015.0,1.0,4.0,0.10842744391998842,0.1085090121889783
2015.0,1.0,5.0,0.10896935714351824,0.10904057420846851
2015.0,1.0,6.0,0.10945703467107615,0.10953630090278987
2015.0,1.0,7.0,0.10999950445031542,0.11006310546102813
2015.0,1.0,8.0,0.11032402750635793,0.11030172436132912
2015.0,1.0,9.0,0.11104319745815446,0.11109339283034375
2015.0,1.0,10.0,0.11160188431422986,0.11165753985046395
2015.0,1.0,11.0,0.11230791730008251,0.11236672240460466
2015.0,1.0,12.0,0.11294150610265259,0.11299426939726208
2015.0,1.0,13.0,0.11367489892104438,0.11372765789914964
2015.0,1.0,14.0,0.11433765336350854,0.11439086628172318
2015.0,1.0,15.0,0.11517258873858575,0.11523467307682289
2015.0,1.0,16.0,0.11601606693959289,0.11607638091375619
2015.0,1.0,17.0,0.1168452892634434,0.11693094739954729
2015.0,1.0,18.0,0.11775136353475692,0.11784776768642265
2015.0,1.0,19.0,0.11865034967035366,0.11874833516558668
2015.0,1.0,20.0,0.11957536264739761,0.11967177695825681
2015.0,1.0,21.0,0.12050950522356682,0.12058358639752949
2015.0,1.0,22.0,0.12137770968965979,0.12141321964350013
2015.0,1.0,23.0,0.12237754238346095,0.12244250079137206
2015.0,1.0,24.0,0.12348931376588418,0.12355943354349934
2015.0,1.0,25.0,0.12451961326091769,0.1245904792662256
2015.0,1.0,26.0,0.1256451208761709,0.12565926605960037
2015.0,1.0,27.0,0.12681639126466443,0.12689946772221697
2015.0,1.0,28.0,0.12794346669672876,0.12803535111406603
2015.0,1.0,29.0,0.1290641230519581,0.12910423222587364
2015.0,1.0,30.0,0.13016212909125413,0.1301543252419614
2015.0,1.0,31.0,0.13128320639056926,0.13128336721046088
2015.0,2.0,1.0,0.13254418988061997,0.1326062010069289
